"%23w.print(Nessus%20Response","%23w.print(Nessus%20Response.keyword","@timestamp","@version","@version.keyword",NameError,"NameError.keyword","_id","_ignored","_index","_score","dest_ip","dest_ip.keyword","geoip.as_org","geoip.as_org.keyword","geoip.asn","geoip.city_name","geoip.city_name.keyword","geoip.continent_code","geoip.continent_code.keyword","geoip.country_code2","geoip.country_code2.keyword","Country (geoip.country_code3)","geoip.country_code3.keyword","geoip.country_name","geoip.country_name.keyword","geoip.ip","geoip.latitude","geoip.location","geoip.longitude","geoip.postal_code","geoip.postal_code.keyword","geoip.region_code","geoip.region_code.keyword","geoip.region_name","geoip.region_name.keyword","geoip.timezone","geoip.timezone.keyword","geoip_ext.as_org","geoip_ext.as_org.keyword","geoip_ext.asn","geoip_ext.city_name","geoip_ext.city_name.keyword","geoip_ext.continent_code","geoip_ext.continent_code.keyword","geoip_ext.country_code2","geoip_ext.country_code2.keyword","geoip_ext.country_code3","geoip_ext.country_code3.keyword","geoip_ext.country_name","geoip_ext.country_name.keyword","geoip_ext.ip","geoip_ext.latitude","geoip_ext.location","geoip_ext.longitude","geoip_ext.postal_code","geoip_ext.postal_code.keyword","geoip_ext.region_code","geoip_ext.region_code.keyword","geoip_ext.region_name","geoip_ext.region_name.keyword","geoip_ext.timezone","geoip_ext.timezone.keyword",handle,"handle.keyword","headers.accept_encoding","headers.accept_encoding.keyword","headers.connection","headers.connection.keyword","headers.content_length","headers.content_length.keyword","headers.content_type","headers.content_type.keyword","headers.http_host","headers.http_host.keyword","headers.http_user_agent","headers.http_user_agent.keyword","headers.http_version","headers.http_version.keyword","headers.request_method","headers.request_method.keyword","headers.request_path","headers.request_path.keyword",host,"host.keyword",message,path,"path.keyword","payload_printable","payload_printable.keyword","src_ip","src_ip.keyword","ssl.SSLEOFError","ssl.SSLEOFError.keyword","struct.error","struct.error.keyword","T-Pot Hostname (t-pot_hostname)","t-pot_hostname.keyword","t-pot_ip_ext","t-pot_ip_ext.keyword","t-pot_ip_int","t-pot_ip_int.keyword",timestamp,"Type (type)","type.keyword"
"-","-","Oct 16, 2025 @ 14:04:56.519",1,1,"-","-",Q1Wg7pkB6iz2OrazJnhz,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:56.519889', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /niet1424946039.jsp HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /niet1424946039.jsp HTTP/1.1"" 404 -","""GET /niet1424946039.jsp HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:56.519",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:56.510",1,1,"-","-",QlWg7pkB6iz2OrazJnhz,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:56.510842', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /niet1423546952.shtml HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /niet1423546952.shtml HTTP/1.1"" 404 -","""GET /niet1423546952.shtml HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:56.510",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:56.500",1,1,"-","-",QVWg7pkB6iz2OrazJnhz,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:56.500863', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /niet1456511699.shtm HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /niet1456511699.shtm HTTP/1.1"" 404 -","""GET /niet1456511699.shtm HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:56.500",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:56.491",1,1,"-","-",QFWg7pkB6iz2OrazJnhz,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:56.491788', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /niet2063520412.htm HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /niet2063520412.htm HTTP/1.1"" 404 -","""GET /niet2063520412.htm HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:56.491",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:56.482",1,1,"-","-",P1Wg7pkB6iz2OrazJnhz,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:56.482648', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /niet2007163313.html HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /niet2007163313.html HTTP/1.1"" 404 -","""GET /niet2007163313.html HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:56.482",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:56.474",1,1,"-","-",PlWg7pkB6iz2OrazJnhz,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:56.474721', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /niet976355752.aspx HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /niet976355752.aspx HTTP/1.1"" 404 -","""GET /niet976355752.aspx HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:56.474",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:56.465",1,1,"-","-",nlWg7pkB6iz2OrazJndw,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:56.465652', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /niet1478545754.asp HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /niet1478545754.asp HTTP/1.1"" 404 -","""GET /niet1478545754.asp HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:56.465",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:56.455",1,1,"-","-",nVWg7pkB6iz2OrazJndw,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:56.455025', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /niet684097707. HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /niet684097707. HTTP/1.1"" 404 -","""GET /niet684097707. HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:56.455",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:56.436",1,1,"-","-",PVWg7pkB6iz2OrazJnhz,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:56.436477', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /niet1903403465 HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /niet1903403465 HTTP/1.1"" 404 -","""GET /niet1903403465 HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:56.436",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:55.975",1,1,"-","-",PFWg7pkB6iz2OrazJnhz,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:55.975821', 'src_ip': '148.226.8.120', 'payload_printable': '""GET /NULL.ida HTTP/1.1"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET /NULL.ida HTTP/1.1"" 404 -","""GET /NULL.ida HTTP/1.1"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:55.975",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:55.839",1,1,"-","-",O1Wg7pkB6iz2OrazJnhz,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:55.839380', 'src_ip': '148.226.8.120', 'payload_printable': '""GET //VDi_gRz1.asp HTTP/1.0"" 404 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET //VDi_gRz1.asp HTTP/1.0"" 404 -","""GET //VDi_gRz1.asp HTTP/1.0"" 404 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:55.839",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:55.818",1,1,"-","-",OlWg7pkB6iz2OrazJnhz,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","Universidad Veracruzana","Universidad Veracruzana",7184,Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.120","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,220382,220382,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","{'timestamp': '2025-10-16T20:04:55.818500', 'src_ip': '148.226.8.120', 'payload_printable': '""GET / HTTP/1.0"" 200 -'}","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","""GET / HTTP/1.0"" 200 -","""GET / HTTP/1.0"" 200 -","148.226.8.120","148.226.8.120","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","Oct 16, 2025 @ 14:04:55.818",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:55.814",1,1,"-","-",8VWg7pkB6iz2OrazInMC,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,191760,191760,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""http/server.py"", line 672, in __init__","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:55.814",1,1,"-","-",8lWg7pkB6iz2OrazInMC,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,191760,191760,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""socketserver.py"", line 766, in __init__","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:55.814",1,1,"-","-",81Wg7pkB6iz2OrazInMC,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,191760,191760,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""http/server.py"", line 436, in handle","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:55.814",1,1,"-","-",9FWg7pkB6iz2OrazInMC,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,191760,191760,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""asa_server.py"", line 213, in handle_one_request","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:55.814",1,1,"-","-",9VWg7pkB6iz2OrazInMC,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,191760,191760,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""asa_server.py"", line 124, in do_GET","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
"-","-","Oct 16, 2025 @ 14:04:55.814",1,1,"-","-",9lWg7pkB6iz2OrazInMC,"-","logstash-2025.10.16","-","148.226.8.106","148.226.8.106","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","Universidad Veracruzana","Universidad Veracruzana","7,184",Xalapa,Xalapa,NA,NA,MX,MX,MX,MX,Mexico,Mexico,"148.226.8.106","19.5","POINT (-96.9112 19.5021)","-96.937",91094,91094,VER,VER,Veracruz,Veracruz,"America/Mexico_City","America/Mexico_City","-","-","gzip,deflate","gzip,deflate",close,close,191760,191760,"application/json","application/json","logstash:64305","logstash:64305","Manticore 0.9.1","Manticore 0.9.1","HTTP/1.0","HTTP/1.0",POST,POST,"/","/","172.25.0.3","172.25.0.3","  File ""http/server.py"", line 679, in do_GET","/data/ciscoasa/log/ciscoasa.log","/data/ciscoasa/log/ciscoasa.log","-","-","-","-","-","-","-","-","hony-sensor","hony-sensor","148.226.8.106","148.226.8.106","148.226.8.106","148.226.8.106","-",Ciscoasa,Ciscoasa
